provincia,day,predicted_date,prediccion_temp_max,prediccion_temp_min
Cáceres,6,2025-03-02,12.189208715106147,4.699080560258961
Cáceres,7,2025-03-03,12.932422067110974,4.653514856840176
Cádiz,1,2025-02-25,12.93120712172984,11.128813837744433
Cádiz,2,2025-02-26,13.86193533183036,10.807557100344743
Cádiz,3,2025-02-27,13.016846673351221,9.716945888082249
Cádiz,4,2025-02-28,13.557901937890497,9.536661173388852
Cádiz,5,2025-03-01,13.71104147023377,9.397549087645388
Cádiz,6,2025-03-02,14.049659276024782,9.106352021009839
Cádiz,7,2025-03-03,14.185212776738028,8.942440014070561
Córdoba,1,2025-02-25,11.385872677018558,9.74982345976926
Córdoba,2,2025-02-26,13.14849810099558,9.558211074350554
Córdoba,3,2025-02-27,12.391110105974821,8.740588367125868
Córdoba,4,2025-02-28,12.827700366153593,9.341902950492283
Córdoba,5,2025-03-01,12.82457483865365,8.929232684703234
Córdoba,6,2025-03-02,13.644303300011767,8.624509812786249
Córdoba,7,2025-03-03,13.859660235017778,8.397774800246943
Gipuzkoa,1,2025-02-26,13.550915517168946,10.174031974848951
Gipuzkoa,2,2025-02-27,14.550399711936034,8.451877200628239
Gipuzkoa,3,2025-02-28,14.881280704940867,7.941782755703651
Gipuzkoa,4,2025-03-01,14.84234462631834,8.006911260996537
Gipuzkoa,5,2025-03-02,14.773333090541096,7.831783875990823
Gipuzkoa,6,2025-03-03,14.792779029206704,7.684606310083008
Gipuzkoa,7,2025-03-04,15.042982755462974,7.535956861015166
Girona,1,2025-02-25,13.236241907258066,10.886978375009845
Girona,2,2025-02-26,13.68609040283926,9.396370152265844
Girona,3,2025-02-27,13.055986928284353,9.019395731128087
Girona,4,2025-02-28,13.550990338065729,8.993453860343003
Girona,5,2025-03-01,13.710183652081199,8.873724648895164
Girona,6,2025-03-02,14.006423317164133,8.927840407986421
Girona,7,2025-03-03,14.275325058644722,8.712907445200587
Granada,1,2025-02-25,7.9893815695465715,6.377081035336484
Granada,2,2025-02-26,9.449295316737674,5.276782394172605
Granada,3,2025-02-27,8.530252924264689,5.770461348287056
Granada,4,2025-02-28,8.139667956670843,5.226864407916849
Granada,5,2025-03-01,10.854006997797148,4.9828357675429436
Granada,6,2025-03-02,12.45651928608392,4.699080560258961
Granada,7,2025-03-03,12.923454730891681,4.653514856840176
Guadalajara,1,2025-02-26,7.624972568677495,4.28256497559858
Guadalajara,2,2025-02-27,9.767795616712787,3.703664726174571
Guadalajara,3,2025-02-28,9.30409857742321,4.146589021096987
Guadalajara,4,2025-03-01,9.554359900617237,4.0137269653754055
Guadalajara,5,2025-03-02,11.663242691000109,3.837589488255779
Guadalajara,6,2025-03-03,12.412085382646012,3.9499416325092396
Guadalajara,7,2025-03-04,13.979315137232868,3.918671883166762
Huelva,1,2025-02-25,11.672459613587275,9.479770648174762
Huelva,2,2025-02-26,13.258020279574778,8.967112016483751
Huelva,3,2025-02-27,12.934701865555851,8.561205712699955
Huelva,4,2025-02-28,13.242798252932038,9.337296386828388
Huelva,5,2025-03-01,13.050039616275415,8.891515981158854
Huelva,6,2025-03-02,13.758129451126388,8.578052513578482
Huelva,7,2025-03-03,13.898142203344044,8.413625124986249
Huesca,1,2025-02-25,6.42412840075632,5.200305368254824
Huesca,2,2025-02-26,7.97307352391938,5.46549012886738
Huesca,3,2025-02-27,7.697642304547653,5.618765716121699
Huesca,4,2025-02-28,7.796559242013881,4.7087578293796195
Huesca,5,2025-03-01,10.623434262183505,5.0689971448440545
Huesca,6,2025-03-02,12.423899710193304,5.5776965832470475
Huesca,7,2025-03-03,12.868112938016855,5.684513441216929
Jaén,1,2025-02-25,9.835817836815224,7.952675521390348
Jaén,2,2025-02-26,9.94103666409814,7.867809224582884
Jaén,3,2025-02-27,9.465193667953717,7.292560619489703
Jaén,4,2025-02-28,10.343029943649832,7.213649152490336
Jaén,5,2025-03-01,11.803493823471513,6.97051469916114
Jaén,6,2025-03-02,12.373090070082599,7.336754688261987
Jaén,7,2025-03-03,12.78221352294878,7.07837788973191
La Rioja,1,2025-02-25,7.3378714925210655,5.701479551578144
La Rioja,2,2025-02-26,8.608167628217954,5.779639222088471
La Rioja,3,2025-02-27,8.16768716905478,6.465116770071445
La Rioja,4,2025-02-28,7.695447702807642,5.9234959802168445
La Rioja,5,2025-03-01,10.907804648483957,6.093104308141312
La Rioja,6,2025-03-02,12.409032277243112,5.989877852613087
La Rioja,7,2025-03-03,12.718352262157874,6.2190907258463275
Las Palmas,1,2025-02-25,17.64067416586535,16.966904989482117
Las Palmas,2,2025-02-26,17.818351072862765,16.773230493934598
Las Palmas,3,2025-02-27,17.740283221155302,16.14590217156652
Las Palmas,4,2025-02-28,19.654084222356843,15.700125319687343
Las Palmas,5,2025-03-01,20.079919077180858,15.352223639756774
Las Palmas,6,2025-03-02,19.74623536613124,15.26151744529142
Las Palmas,7,2025-03-03,19.71782771178764,15.244131608144928
León,1,2025-02-25,3.860542820205187,1.4466346364034088
León,2,2025-02-26,5.096360682697492,2.2990305974925254
León,3,2025-02-27,6.402418880082427,2.3229653506341847
León,4,2025-02-28,6.916958724933664,2.2446895106336795
León,5,2025-03-01,9.499216150078373,2.5508008497165213
León,6,2025-03-02,11.29403045936684,2.830292388666464
León,7,2025-03-03,12.185260983855255,2.904974435713253
Lleida,1,2025-02-25,10.105592161814448,8.581599235995917
Lleida,2,2025-02-26,10.843332797621086,8.444384900421596
Lleida,3,2025-02-27,10.774224080027345,8.129750379525461
Lleida,4,2025-02-28,11.085486657412538,8.001227634225298
Lleida,5,2025-03-01,12.14574672483356,7.90222701089527
Lleida,6,2025-03-02,13.298891817381907,7.656648565921428
Lleida,7,2025-03-03,13.483223970988634,7.56526818136839
Lugo,1,2025-02-25,5.8330323346192685,2.947716122604194
Lugo,2,2025-02-26,7.478014021361627,3.7836989115053385
Lugo,3,2025-02-27,7.714548861615336,4.164965314291868
Lugo,4,2025-02-28,7.796559242013881,3.9979252410078088
Lugo,5,2025-03-01,10.178618295396996,3.7768912539572024
Lugo,6,2025-03-02,12.085181593404117,3.9499416325092396
Lugo,7,2025-03-03,13.003805038141122,3.918671883166762
Madrid,1,2025-02-25,8.1340668954667,6.3675402385797675
Madrid,2,2025-02-26,9.463182442652117,5.451603105379912
Madrid,3,2025-02-27,8.922609377991545,5.794369688113503
Madrid,4,2025-02-28,8.611372010074561,5.203407199131219
Madrid,5,2025-03-01,11.14585762279802,4.917980736388803
Madrid,6,2025-03-02,12.16423653196039,4.699080560258961
Madrid,7,2025-03-03,12.875524860761809,4.653514856840176
Melilla,1,2025-02-25,15.48271918591294,14.47905203484625
Melilla,2,2025-02-26,16.010181223695795,12.794405895888799
Melilla,3,2025-02-27,16.432328643506704,12.118523077310638
Melilla,4,2025-02-28,16.06598103903091,11.893203082370762
Melilla,5,2025-03-01,15.987236440625933,11.593065925970862
Melilla,6,2025-03-02,16.715242100027705,11.37879836505263
Melilla,7,2025-03-03,16.931676779295856,11.304348145001665
Murcia,1,2025-02-25,12.584737667991336,9.904011572203071
Murcia,2,2025-02-26,13.598291510166696,9.849096514232558
Murcia,3,2025-02-27,13.354592395961944,9.139441376518604
Murcia,4,2025-02-28,13.673124422336105,9.19373443497917
Murcia,5,2025-03-01,13.705611812383323,8.940926393572399
Murcia,6,2025-03-02,14.32321851396069,8.67166129257923
Murcia,7,2025-03-03,14.322288741468512,8.799073024834831
Málaga,1,2025-02-25,13.9153789241346,11.861138978667212
Málaga,2,2025-02-26,14.4804702908564,11.601817636923597
Málaga,3,2025-02-27,15.858529931230576,10.876586356372911
Málaga,4,2025-02-28,15.79915400666717,9.952009506294052
Málaga,5,2025-03-01,15.422143652336471,9.87162395087484
Málaga,6,2025-03-02,15.839884821976975,9.618043448532825
Málaga,7,2025-03-03,16.06011938513762,9.416125711228872
Navarra,1,2025-02-26,7.06459691891405,3.476304991689596
Navarra,2,2025-02-27,8.802029286141055,3.719296745350899
Navarra,3,2025-02-28,8.45333673414525,4.086864721456955
Navarra,4,2025-03-01,9.635194933705861,3.990491754736733
Navarra,5,2025-03-02,11.880137972037891,3.8136867562712653
Navarra,6,2025-03-03,12.204210039658939,3.9499416325092396
Navarra,7,2025-03-04,13.968540865725563,3.918671883166762
Ourense,1,2025-02-25,6.42412840075632,5.135845316305369
Ourense,2,2025-02-26,7.7568999170703945,5.368101477702476
Ourense,3,2025-02-27,7.697642304547653,5.93753587365268
Ourense,4,2025-02-28,7.796559242013881,4.79207769718244
Ourense,5,2025-03-01,10.623434262183505,5.141295648447424
Ourense,6,2025-03-02,12.423899710193304,5.641733148455645
Ourense,7,2025-03-03,12.912680459384376,5.719272031734119
Palencia,1,2025-02-25,5.456300721064558,3.071222721554022
Palencia,2,2025-02-26,7.120882941912061,3.7934899889417526
Palencia,3,2025-02-27,7.259572474007711,3.840746434619072
Palencia,4,2025-02-28,7.671311527093888,3.744918199832546
Palencia,5,2025-03-01,9.701863849472105,3.726729178178145
Palencia,6,2025-03-02,11.855828133205655,3.9572112605386467
Palencia,7,2025-03-03,13.004975513698103,3.911466974780889
Pontevedra,1,2025-02-26,12.282009209344933,9.453533798467197
Pontevedra,2,2025-02-27,13.692427955732553,8.235840861410857
Pontevedra,3,2025-02-28,13.16325576249492,7.402412485423699
Pontevedra,4,2025-03-01,13.75151007628481,7.4009198263824745
Pontevedra,5,2025-03-02,13.649803185299099,7.412109668557494
Pontevedra,6,2025-03-03,13.950570282744645,7.459275815450101
Pontevedra,7,2025-03-04,14.197078475379069,7.212413528016652
Salamanca,1,2025-02-26,7.380988801361871,3.729017022468954
Salamanca,2,2025-02-27,8.446630316050797,2.7733860379507074
Salamanca,3,2025-02-28,8.809797811660301,2.478530016990016
Salamanca,4,2025-03-01,9.592627838061444,3.5808344370618244
Salamanca,5,2025-03-02,10.913401069203776,3.0368963367916333
Salamanca,6,2025-03-03,11.664307810461073,3.453719231854009
Salamanca,7,2025-03-04,12.91601783760838,3.4244553388751773
Santa Cruz de Tenerife,1,2025-02-26,16.688161304631517,15.637815885060663
Santa Cruz de Tenerife,2,2025-02-27,16.67452320745962,15.591706115613011
Santa Cruz de Tenerife,3,2025-02-28,16.948244672616063,15.273417821180375
Santa Cruz de Tenerife,4,2025-03-01,20.01810808923741,15.364310999750428
Santa Cruz de Tenerife,5,2025-03-02,21.73448544646909,15.13267133507535
Santa Cruz de Tenerife,6,2025-03-03,22.34181200084601,15.220889992234644
Santa Cruz de Tenerife,7,2025-03-04,21.5238262654923,15.28209719897984
Segovia,1,2025-02-26,7.370332870460543,4.2542888264381125
Segovia,2,2025-02-27,8.359221085264046,2.5320382656078637
Segovia,3,2025-02-28,9.121928808604654,2.2906830046119113
Segovia,4,2025-03-01,9.66226020601335,3.5043677946559537
Segovia,5,2025-03-02,10.650942916755518,2.796738959682322
Segovia,6,2025-03-03,11.811236035077194,3.016667192116901
Segovia,7,2025-03-04,12.531897415123604,3.1469644274632897
Sevilla,1,2025-02-26,12.539305187679822,9.913526103375244
Sevilla,2,2025-02-27,13.864943044865651,9.257664669246381
Sevilla,3,2025-02-28,13.743368842539827,9.207234348038847
Sevilla,4,2025-03-01,13.934143174365147,9.35058613601551
Sevilla,5,2025-03-02,13.646553771124387,8.986850110695933
Sevilla,6,2025-03-03,14.009217208841253,8.652363192355951
Sevilla,7,2025-03-04,14.227971063659101,8.425755184285496
Soria,1,2025-02-26,5.193888201856628,1.7438548900587327
Soria,2,2025-02-27,8.035153184522063,1.3261071617449935
Soria,3,2025-02-28,7.711392472667002,1.5872775049155112
Soria,4,2025-03-01,8.76472316989161,1.8192508564101038
Soria,5,2025-03-02,10.507126340420292,1.4953025883141082
Soria,6,2025-03-03,10.223632717775164,1.1946494358802386
Soria,7,2025-03-04,11.433457058937442,1.2760434335646458
Tarragona,1,2025-02-26,11.448195788964766,8.546260624830516
Tarragona,2,2025-02-27,13.168003344160473,8.710806392053092
Tarragona,3,2025-02-28,11.692708571468389,8.186646098487245
Tarragona,4,2025-03-01,12.070916056633996,8.033471281421235
Tarragona,5,2025-03-02,12.441896151539872,7.9170442204082505
Tarragona,6,2025-03-03,13.369987853529874,7.656648565921428
Tarragona,7,2025-03-04,13.895513910495856,7.564804574574811
Teruel,1,2025-02-26,5.458469391428613,2.2588323765986775
Teruel,2,2025-02-27,8.047112875461451,2.1594038666712008
Teruel,3,2025-02-28,7.737562246605481,2.6921876224748655
Teruel,4,2025-03-01,8.95120497337942,3.1083657711852712
Teruel,5,2025-03-02,11.241666935310775,2.9242292106188277
Teruel,6,2025-03-03,11.586809293534145,3.47241557951035
Teruel,7,2025-03-04,13.501840834870915,3.4631837211890555
Toledo,1,2025-02-26,8.218229999898753,6.113356773056055
Toledo,2,2025-02-27,10.3843481645277,5.2570267349095126
Toledo,3,2025-02-28,9.377492853977635,5.635507923061775
Toledo,4,2025-03-01,10.24382795621851,5.143297713374372
Toledo,5,2025-03-02,12.0946673269428,4.879716394941096
Toledo,6,2025-03-03,12.276133242967603,4.699080560258961
Toledo,7,2025-03-04,13.821431686832481,4.653514856840176
Valencia,1,2025-02-26,12.540906618625797,9.565441062605924
Valencia,2,2025-02-27,12.983577480396598,9.087526162636934
Valencia,3,2025-02-28,12.216128846219327,8.64173623721237
Valencia,4,2025-03-01,12.612028722362476,9.27038599120761
Valencia,5,2025-03-02,13.325860294864496,8.912810896123077
Valencia,6,2025-03-03,13.529777588242805,8.586289392681941
Valencia,7,2025-03-04,13.946353405055762,8.433144260760658
Valladolid,1,2025-02-26,7.3480675433269775,3.2713842026905473
Valladolid,2,2025-02-27,8.321354223310799,2.5528657681331612
Valladolid,3,2025-02-28,8.868819150880316,2.465067741676209
Valladolid,4,2025-03-01,9.577219417008813,3.5357843998164817
Valladolid,5,2025-03-02,11.238473117431218,2.9522572751020437
Valladolid,6,2025-03-03,11.549593860678565,3.167436246892189
Valladolid,7,2025-03-04,12.758065266881935,3.34890374221952
Vizcaya,1,2025-02-25,9.878296458580566,6.746959871379176
Vizcaya,2,2025-02-26,9.859717338331254,8.088609921426707
Vizcaya,3,2025-02-27,9.193428562785188,7.573281210230664
Vizcaya,4,2025-02-28,9.67034582362416,7.784225699434254
Vizcaya,5,2025-03-01,11.728883256500115,7.659705265011398
Vizcaya,6,2025-03-02,12.184357374263822,7.541592178274831
Vizcaya,7,2025-03-03,12.78221352294878,7.454236121679645
Zamora,1,2025-02-26,7.380988801361871,3.5423218295477867
Zamora,2,2025-02-27,8.458104564477242,2.5264664622184245
Zamora,3,2025-02-28,9.096592413096088,2.2900907874528924
Zamora,4,2025-03-01,9.638835811597655,3.471225563879995
Zamora,5,2025-03-02,11.24871513423794,2.8064550737434373
Zamora,6,2025-03-03,11.502449845660495,3.042684402363966
Zamora,7,2025-03-04,12.488072827766048,3.2498078260773813
Zaragoza,1,2025-02-26,9.701010883685605,7.490722031784795
Zaragoza,2,2025-02-27,10.331465199831129,6.733709992762194
Zaragoza,3,2025-02-28,10.430714941906638,7.093247800866468
Zaragoza,4,2025-03-01,10.608717065656313,7.196332165157284
Zaragoza,5,2025-03-02,12.55054303070024,6.970813728308912
Zaragoza,6,2025-03-03,12.530156976593892,7.025210889857432
Zaragoza,7,2025-03-04,13.817540766958796,7.036182057842073
Álava,1,2025-02-26,8.861848497631962,5.284280418553393
Álava,2,2025-02-27,9.487456412913488,4.312685267129454
Álava,3,2025-02-28,9.33371166349752,4.484978125474018
Álava,4,2025-03-01,10.321060225807123,4.212262813554076
Álava,5,2025-03-02,11.874045928330142,3.837589488255779
Álava,6,2025-03-03,12.257831058236043,3.9499416325092396
Álava,7,2025-03-04,14.023220699195349,3.918671883166762
Ávila,1,2025-02-25,3.4690575013967386,1.3835648900806206
Ávila,2,2025-02-26,4.930488185871366,2.1881197049251435
Ávila,3,2025-02-27,5.957354553515254,2.396882095743174
Ávila,4,2025-02-28,6.980412749689975,2.2238727538611243
Ávila,5,2025-03-01,9.553472290429252,2.5315645962702362
Ávila,6,2025-03-02,10.779948853452824,2.9233634610523347
Ávila,7,2025-03-03,12.15678991657032,2.851389541997959
